survived,pclass,sex,sibsp,parch,fare,cabin,embarked,age group
0.0,1.0,male,0.0,1.0,29.7,C,C,adult
0.0,3.0,male,8.0,2.0,69.55,N,S,N
0.0,2.0,male,0.0,0.0,13.0,N,S,adult
0.0,3.0,male,0.0,0.0,7.125,N,S,young adult
1.0,1.0,female,0.0,1.0,55.0,E,S,young adult
0.0,3.0,male,0.0,0.0,9.0,N,S,young adult
0.0,3.0,male,0.0,0.0,9.4833,N,S,young adult
1.0,3.0,male,0.0,0.0,8.05,N,S,adult
0.0,3.0,male,0.0,0.0,7.8542,N,S,young adult
0.0,3.0,male,0.0,0.0,7.225,N,C,N
1.0,3.0,female,0.0,1.0,12.475,E,S,young adult
1.0,1.0,female,1.0,0.0,75.25,D,C,adult
1.0,2.0,female,2.0,1.0,23.0,N,S,teen
0.0,2.0,male,1.0,0.0,21.0,N,S,young adult
1.0,2.0,male,1.0,0.0,26.0,N,S,young adult
0.0,3.0,male,0.0,0.0,8.6625,N,S,teen
0.0,1.0,male,0.0,1.0,247.5208,B,C,young adult
1.0,3.0,female,1.0,1.0,16.7,G,S,child
1.0,3.0,female,1.0,1.0,15.2458,N,C,preteen
0.0,2.0,male,0.0,0.0,73.5,N,S,teen
0.0,2.0,male,1.0,2.0,41.5792,N,C,young adult
0.0,1.0,male,1.0,2.0,151.55,C,S,young adult
0.0,3.0,male,1.0,6.0,46.9,N,S,adult
1.0,3.0,male,0.0,0.0,7.8958,N,C,young adult
0.0,3.0,male,0.0,0.0,15.5,N,Q,N
0.0,1.0,male,0.0,2.0,113.275,D,C,adult
1.0,3.0,male,1.0,1.0,15.9,N,S,child
1.0,3.0,female,0.0,0.0,8.0292,N,Q,teen
1.0,3.0,male,0.0,1.0,3.1708,N,S,preteen
0.0,1.0,male,0.0,0.0,26.0,N,C,young adult
1.0,1.0,male,0.0,0.0,26.55,E,S,adult
1.0,1.0,female,1.0,0.0,53.1,D,S,teen
0.0,1.0,male,0.0,0.0,32.3208,D,S,elderly
0.0,3.0,female,0.0,5.0,29.125,N,Q,adult
0.0,1.0,male,0.0,0.0,30.5,A,S,adult
0.0,1.0,male,0.0,0.0,30.6958,N,C,N
0.0,3.0,male,4.0,1.0,29.125,N,Q,child
0.0,3.0,female,1.0,1.0,10.4625,G,S,young adult
0.0,3.0,male,0.0,0.0,7.8958,N,S,N
1.0,1.0,male,1.0,2.0,120.0,B,S,adult
1.0,3.0,female,0.0,1.0,16.1,N,S,teen
0.0,3.0,male,0.0,0.0,7.775,N,S,teen
0.0,3.0,male,0.0,0.0,7.25,N,S,N
1.0,3.0,female,0.0,0.0,7.8792,N,Q,N
1.0,2.0,female,0.0,0.0,13.0,N,S,teen
1.0,3.0,female,0.0,0.0,7.775,N,S,young adult
0.0,3.0,male,0.0,0.0,7.8958,N,S,adult
0.0,3.0,male,0.0,0.0,8.05,N,S,teen
1.0,2.0,female,0.0,2.0,30.0,N,S,adult
1.0,2.0,female,0.0,0.0,13.0,N,S,young adult
1.0,3.0,female,1.0,1.0,8.5167,N,C,teen
0.0,3.0,male,0.0,0.0,7.775,N,S,teen
1.0,3.0,male,0.0,0.0,7.225,N,C,young adult
0.0,2.0,male,1.0,0.0,26.0,N,S,elderly
0.0,3.0,female,0.0,5.0,39.6875,N,S,adult
0.0,2.0,male,1.0,0.0,26.0,N,S,young adult
